272,/static/music/neutralpunjabi/6.mp3,neutralpunjabi,Surma Kaala,/static/covers/neutralpunjabi/6.jpg
273,/static/music/neutralpunjabi/7.mp3,neutralpunjabi,Surma,/static/covers/neutralpunjabi/7.jpg
274,/static/music/neutralpunjabi/8.mp3,neutralpunjabi,Tere Karke,/static/covers/neutralpunjabi/8.jpg
275,/static/music/neutralpunjabi/9.mp3,neutralpunjabi,Tru Talk,/static/covers/neutralpunjabi/9.jpg
276,/static/music/neutralpunjabi/10.mp3,neutralpunjabi,Yaari,/static/covers/neutralpunjabi/10.jpg
277,/static/music/sadpunjabi/1.mp3,sadpunjabi,Jhanjra,/static/covers/sadpunjabi/1.jpg
278,/static/music/sadpunjabi/2.mp3,sadpunjabi,Kalla Changa,/static/covers/sadpunjabi/2.jpg
279,/static/music/sadpunjabi/3.mp3,sadpunjabi,Lost Love,/static/covers/sadpunjabi/3.jpg
280,/static/music/sadpunjabi/4.mp3,sadpunjabi,Mai Tera Ho Gaya,/static/covers/sadpunjabi/4.jpg
281,/static/music/sadpunjabi/5.mp3,sadpunjabi,Mere Wala Sardar,/static/covers/sadpunjabi/5.jpg
282,/static/music/sadpunjabi/6.mp3,sadpunjabi,Mill Lo Na,/static/covers/sadpunjabi/6.jpg
283,/static/music/sadpunjabi/7.mp3,sadpunjabi,Nira Ishq,/static/covers/sadpunjabi/7.jpg
284,/static/music/sadpunjabi/8.mp3,sadpunjabi,Prada,/static/covers/sadpunjabi/8.jpg
285,/static/music/sadpunjabi/9.mp3,sadpunjabi,Sakhiyaan,/static/covers/sadpunjabi/9.jpg
286,/static/music/sadpunjabi/10.mp3,sadpunjabi,Viah,/static/covers/sadpunjabi/10.jpg
287,/static/music/surprisepunjabi/1.mp3,surprisepunjabi,Akhar,/static/covers/surprisepunjabi/1.jpg
288,/static/music/surprisepunjabi/2.mp3,surprisepunjabi,Aukaat,/static/covers/surprisepunjabi/2.jpg
289,/static/music/surprisepunjabi/3.mp3,surprisepunjabi,Baby You,/static/covers/surprisepunjabi/3.jpg
290,/static/music/surprisepunjabi/4.mp3,surprisepunjabi,Backbone,/static/covers/surprisepunjabi/4.jpg
291,/static/music/surprisepunjabi/5.mp3,surprisepunjabi,Bijlee Bijlee,/static/covers/surprisepunjabi/5.jpg
292,/static/music/surprisepunjabi/6.mp3,surprisepunjabi,Dil Da Showroom,/static/covers/surprisepunjabi/6.jpg
293,/static/music/surprisepunjabi/7.mp3,surprisepunjabi,Gal Karke,/static/covers/surprisepunjabi/7.jpg
294,/static/music/surprisepunjabi/8.mp3,surprisepunjabi,Guilty,/static/covers/surprisepunjabi/8.jpg
295,/static/music/surprisepunjabi/9.mp3,surprisepunjabi,Ik Tera,/static/covers/surprisepunjabi/9.jpg
296,/static/music/surprisepunjabi/10.mp3,surprisepunjabi,Kya Baath Aa,/static/covers/surprisepunjabi/10.jpg
